
 num     #instances         #bytes  class name
 488:            17            408  javax.lang.model.element.ElementKind
 489:             1            408  org.apache.log4j.xml.XMLWatchdog
 490:             5            400  [Lio.netty.util.concurrent.EventExecutor;
 491:            10            400  com.game.copymap.structs.CopymapOpenTime
 492:             1            400  com.game.server.thread.SaveGoldThread
 493:             1            400  com.game.server.thread.SavePlayerThread
 494:             1            400  game.core.net.thread.ServerThread
 495:            10            400  game.data.bean.Cfg_Mythical_giftBean
 496:            10            400  game.data.bean.Cfg_cardawardBean
 497:            10            400  game.data.bean.Cfg_horse_mythical_giftBean
 498:            10            400  java.lang.invoke.DirectMethodHandle$Accessor
 499:            10            400  java.text.DigitList
 500:             1            392  com.game.server.thread.ErrorLogThread
 501:             1            392  com.game.server.thread.SaveServer
 502:            12            384  [Lorg.apache.logging.log4j.core.pattern.ArrayPatternConverter;
 503:            12            384  [Lorg.apache.logging.log4j.core.pattern.FormattingInfo;
 504:            12            384  game.data.bean.Cfg_AchievementAttributeBean
 505:            12            384  game.data.bean.Cfg_activeAttributeBean
 506:            12            384  game.data.bean.Cfg_marriage_zodiacBean
 507:             6            384  io.netty.util.Recycler$Stack
 508:             8            384  java.beans.BeanDescriptor
 509:            12            384  java.io.RandomAccessFile
 510:            16            384  java.lang.ThreadLocal$ThreadLocalMap
 511:             1            384  java.lang.ref.Finalizer$FinalizerThread
 512:            12            384  java.util.Collections$UnmodifiableMap
 513:            12            384  java.util.ResourceBundle$LoaderReference
 514:             1            384  java.util.logging.LogManager$Cleaner
 515:            24            384  org.apache.logging.log4j.core.config.AppenderControlArraySet
 516:            16            384  sun.misc.MetaIndex
 517:            16            384  sun.nio.ch.OptionKey
 518:            16            384  sun.nio.ch.SocketOptionRegistry$RegistryKey
 519:             1            376  com.game.backgrand.manager.BackGrandServer
 520:             1            376  com.mysql.jdbc.AbandonedConnectionCleanupThread
 521:             1            376  java.lang.ref.Reference$ReferenceHandler
 522:             1            376  org.apache.logging.log4j.core.util.Log4jThread
 523:            15            360  java.util.Date
 524:            15            360  javax.management.StandardMBean
 525:             9            360  org.apache.commons.lang.time.FastDateFormat
 526:            15            360  org.apache.ibatis.type.StringTypeHandler
 527:            15            360  sun.reflect.generics.tree.FormalTypeParameter
 528:            11            352  com.alibaba.druid.support.logging.Log4jImpl
 529:            11            352  game.data.bean.Cfg_StarAttributeBean
 530:            11            352  java.lang.StackTraceElement
 531:            11            352  javax.management.MBeanConstructorInfo
 532:             7            336  com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$CompositeMapping
 533:             6            336  game.data.bean.Cfg_master_graduateBean
 534:             6            336  game.data.bean.Cfg_wangfu_officialBean
 535:            14            336  java.lang.invoke.LambdaFormEditor$Transform$Kind
 536:             6            336  java.nio.DirectLongBufferU
 537:             6            336  sun.management.MemoryPoolImpl
 538:            16            328  [Ljava.lang.management.PlatformComponent;
 539:            10            320  com.mysql.jdbc.Buffer
 540:             8            320  com.sun.org.apache.xerces.internal.utils.XMLSecurityManager$Limit
 541:            10            320  game.data.bean.Cfg_JJCAewardBean
 542:            10            320  game.data.bean.Cfg_MilitaryRankTaskBean
 543:             8            320  game.data.bean.Cfg_guild_fight_rewardBean
 544:             5            320  game.data.bean.Cfg_guild_officialBean
 545:            10            320  game.data.bean.Cfg_guild_trialBean
 546:            10            320  game.data.bean.Cfg_union_jjrank_rewardsBean
 547:             8            320  io.netty.util.DefaultAttributeMap$DefaultAttribute
 548:             8            320  java.beans.GenericBeanInfo
 549:            10            320  java.lang.OutOfMemoryError
 550:            10            320  java.util.concurrent.atomic.AtomicReferenceFieldUpdater$AtomicReferenceFieldUpdaterImpl
 551:            10            320  javax.management.MBeanNotificationInfo
 552:             3            312  com.alibaba.druid.stat.JdbcConnectionStat
 553:            13            312  game.data.bean.Cfg_sign_rewardBean
 554:            13            312  java.lang.management.ManagementPermission
 555:            13            312  org.apache.log4j.Level
 556:            13            312  org.apache.logging.log4j.core.jmx.AppenderAdmin
 557:            13            312  org.apache.logging.log4j.core.layout.PatternLayout$PatternSerializer
 558:            13            304  [Ljava.lang.reflect.TypeVariable;
 559:             2            288  [Lorg.apache.ibatis.type.JdbcType;
 560:            12            288  [Lorg.apache.logging.log4j.core.appender.rolling.TriggeringPolicy;
 561:             9            288  com.alibaba.fastjson.asm.Type
 562:             9            288  game.data.bean.Cfg_RolldodgeBean
 563:             9            288  game.data.bean.Cfg_elves_runelevelBean
 564:             9            288  game.data.bean.Cfg_pet_addattributeBean
 565:             9            288  game.data.bean.Cfg_shop_giftBean
 566:             2            288  io.netty.handler.traffic.TrafficCounter
 567:            12            288  java.lang.invoke.Invokers
 568:             6            288  java.net.SocketInputStream
 569:             6            288  java.net.SocketOutputStream
 570:             9            288  java.util.logging.Level
 571:            18            288  java.util.regex.Pattern$CharPropertyNames$4
 572:             9            288  jdk.internal.org.objectweb.asm.Type
 573:            18            288  org.apache.ibatis.session.Configuration$StrictMap$Ambiguity
 574:            12            288  org.apache.ibatis.type.BigDecimalTypeHandler
 575:            12            288  org.apache.ibatis.type.BlobTypeHandler
 576:            12            288  org.apache.ibatis.type.BooleanTypeHandler
 577:            12            288  org.apache.ibatis.type.ClobTypeHandler
 578:            12            288  org.apache.ibatis.type.NStringTypeHandler
 579:            12            288  org.apache.logging.log4j.core.appender.rolling.CompositeTriggeringPolicy
 580:             6            288  sun.nio.cs.StreamEncoder
 581:             9            288  sun.security.jca.ProviderConfig
 582:             5            280  java.util.zip.ZipFile$ZipFileInflaterInputStream
 583:             5            280  java.util.zip.ZipFile$ZipFileInputStream
 584:             7            280  org.apache.logging.log4j.core.lookup.StrSubstitutor
 585:             7            280  sun.nio.cs.UTF_8$Decoder
 586:             7            280  sun.reflect.generics.repository.MethodRepository
 587:             2            272  [Lcom.alibaba.druid.pool.DruidConnectionHolder;
 588:            17            272  org.apache.ibatis.scripting.xmltags.StaticTextSqlNode
 589:            11            264  com.alibaba.druid.util.Histogram
 590:             3            264  game.core.concurrent.OrderedQueuePoolExecutor
 591:            11            264  game.data.bean.Cfg_guild_bonfireBean
 592:            11            264  java.net.StandardSocketOptions$StdSocketOption
 593:            11            264  java.util.regex.Pattern$Ctype
 594:             3            264  org.apache.ibatis.datasource.pooled.PoolState
 595:             8            256  [Ljava.lang.annotation.ElementType;
 596:             4            256  com.mysql.jdbc.ConnectionPropertiesImpl$LongConnectionProperty
 597:             8            256  game.data.bean.Cfg_MasterEightCircleBean
 598:             8            256  game.data.bean.Cfg_sevenday_loginBean
 599:             8            256  java.util.RegularEnumSet
 600:             8            256  java.util.regex.Pattern$Branch
 601:            16            256  org.apache.logging.log4j.core.lookup.SystemPropertiesLookup
 602:             8            256  sun.misc.ProxyGenerator$PrimitiveTypeInfo
 603:             8            248  [Ljava.lang.Boolean;
 604:             8            248  [Ljava.lang.invoke.LambdaForm$BasicType;
 605:             6            240  [Ljava.lang.invoke.BoundMethodHandle$SpeciesData;
 606:             5            240  game.data.bean.Cfg_FightSoulHuntingBean
 607:            10            240  game.data.bean.Cfg_growthFundBean
 608:            10            240  game.data.bean.Cfg_guild_fight_rankingBean
 609:            10            240  game.data.bean.Cfg_wangfu_upBean
 610:             5            240  game.data.bean.Cfg_wingBean
 611:             6            240  game.data.bean.Cfg_ziyuanzhengduo_killBean
 612:             5            240  java.lang.ThreadGroup
 613:            10            240  java.lang.annotation.ElementType
